partida_id,rodata,data,hora,mandante,visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado,ano,mes,dia_semana,tipo_resultado,diferenca_gols,total_gols,foi_equilibrado,foi_goleada,mandante_chutes,mandante_chutes_no_alvo,mandante_posse_de_bola,mandante_passes,mandante_precisao_passes,mandante_faltas,mandante_cartao_amarelo,mandante_cartao_vermelho,mandante_impedimentos,mandante_escanteios,visitante_chutes,visitante_chutes_no_alvo,visitante_posse_de_bola,visitante_passes,visitante_precisao_passes,visitante_faltas,visitante_cartao_amarelo,visitante_cartao_vermelho,visitante_impedimentos,visitante_escanteios,gols_contra,total_gols_registrados,gols_penalty,total_cartoes_amarelos,total_cartoes,total_cartoes_vermelhos
6428,31,2018-10-27,16:29,Santos,Fluminense,Santos,Estádio Urbano Caldeira,3,0,SP,RJ,2018,10,Saturday,Vitória Mandante,3,3,False,True,24.0,10.0,70.0,531.0,86.0,15,2,0,2,12,8.0,1.0,30.0,240.0,65.0,17,3,0,1,2,0,3,1,5,5,0
6429,31,2018-10-27,16:30,Gremio,Sport,Sport,Arena do Grêmio,3,4,RS,PE,2018,10,Saturday,Vitória Visitante,1,7,True,False,17.0,4.0,69.0,617.0,86.0,10,2,0,0,10,8.0,4.0,31.0,293.0,71.0,16,2,0,0,0,0,7,1,4,4,0
6431,31,2018-10-27,19:00,Chapecoense,America-MG,Chapecoense,Arena Condá,1,0,SC,MG,2018,10,Saturday,Vitória Mandante,1,1,True,False,10.0,5.0,40.0,317.0,76.0,12,3,0,1,4,8.0,2.0,60.0,486.0,80.0,24,4,0,1,4,0,1,0,7,7,0
6432,31,2018-10-27,19:00,Flamengo,Palmeiras,-,Maracanã,1,1,RJ,SP,2018,10,Saturday,Empate,0,2,True,False,22.0,4.0,71.0,496.0,82.0,19,2,0,0,15,8.0,3.0,29.0,210.0,61.0,17,5,0,2,4,0,2,0,7,7,0
6430,31,2018-10-27,19:01,Corinthians,Bahia,Corinthians,Neo Química Arena,2,1,SP,BA,2018,10,Saturday,Vitória Mandante,1,3,True,False,14.0,3.0,55.0,429.0,80.0,11,3,0,2,5,11.0,2.0,45.0,363.0,77.0,15,3,0,0,5,0,3,1,6,6,0
6434,31,2018-10-27,19:59,Athletico-PR,Botafogo-RJ,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,RJ,2018,10,Saturday,Vitória Mandante,1,3,True,False,16.0,7.0,70.0,565.0,87.0,19,2,0,1,5,9.0,4.0,30.0,242.0,73.0,30,5,0,1,2,0,3,1,7,7,0
6433,31,2018-10-27,20:59,Cruzeiro,Parana,Cruzeiro,Mineirão,3,1,MG,PR,2018,10,Saturday,Vitória Mandante,2,4,False,False,13.0,5.0,61.0,600.0,88.0,13,0,0,3,9,5.0,0.0,39.0,400.0,85.0,18,2,0,1,0,1,4,1,2,2,0
6435,31,2018-10-29,20:01,Ceara,Atletico-MG,Ceara,Arena Castelão,2,1,CE,MG,2018,10,Monday,Vitória Mandante,1,3,True,False,11.0,5.0,37.0,288.0,75.0,13,2,0,2,3,14.0,3.0,63.0,494.0,87.0,21,4,0,3,6,0,3,0,6,6,0
6436,32,2018-11-03,17:00,Fluminense,Vasco,Vasco,Maracanã,0,1,RJ,RJ,2018,11,Saturday,Vitória Visitante,1,1,True,False,23.0,5.0,67.0,534.0,85.0,14,2,1,1,9,10.0,4.0,33.0,273.0,72.0,12,3,0,2,2,0,1,1,5,6,1
6437,32,2018-11-03,17:00,Atletico-MG,Gremio,Gremio,Estádio Raimundo Sampaio,0,1,MG,RS,2018,11,Saturday,Vitória Visitante,1,1,True,False,17.0,2.0,56.0,484.0,83.0,12,4,0,0,8,13.0,7.0,44.0,398.0,77.0,12,1,0,4,3,0,1,0,5,5,0
6438,32,2018-11-03,18:59,Palmeiras,Santos,Palmeiras,Allianz Parque,3,2,SP,SP,2018,11,Saturday,Vitória Mandante,1,5,True,False,11.0,5.0,39.0,309.0,77.0,26,3,0,0,3,6.0,5.0,61.0,473.0,86.0,23,4,1,0,5,0,5,0,8,9,1
6442,32,2018-11-04,16:59,Botafogo-RJ,Corinthians,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,SP,2018,11,Sunday,Vitória Mandante,1,1,True,False,18.0,6.0,39.0,288.0,74.0,25,1,0,0,5,9.0,5.0,61.0,439.0,79.0,19,2,0,1,3,0,1,0,3,3,0
6439,32,2018-11-04,17:00,America-MG,Cruzeiro,Cruzeiro,Estádio Raimundo Sampaio,1,2,MG,MG,2018,11,Sunday,Vitória Visitante,1,3,True,False,16.0,5.0,55.0,506.0,83.0,18,3,0,0,8,10.0,3.0,45.0,439.0,81.0,8,1,0,1,2,0,3,2,4,4,0
6441,32,2018-11-04,17:00,Sao Paulo,Flamengo,-,Morumbi,2,2,SP,RJ,2018,11,Sunday,Empate,0,4,True,False,7.0,3.0,37.0,290.0,71.0,17,2,0,1,8,20.0,8.0,63.0,470.0,80.0,13,1,0,0,7,0,4,0,3,3,0
6440,32,2018-11-04,17:01,Parana,Vitoria,-,Vila Capanema,1,1,PR,BA,2018,11,Sunday,Empate,0,2,True,False,5.0,1.0,45.0,316.0,72.0,19,3,0,0,2,14.0,4.0,55.0,368.0,75.0,19,4,1,2,5,0,2,0,7,8,1
6443,32,2018-11-04,18:59,Internacional,Athletico-PR,Internacional,Estádio José Pinheiro Borda,2,1,RS,PR,2018,11,Sunday,Vitória Mandante,1,3,True,False,12.0,5.0,63.0,512.0,84.0,9,2,0,1,11,9.0,4.0,37.0,318.0,78.0,20,3,0,1,5,0,3,1,5,5,0
6444,32,2018-11-04,19:00,Bahia,Chapecoense,Bahia,Itaipava Arena Fonte Nova,1,0,BA,SC,2018,11,Sunday,Vitória Mandante,1,1,True,False,15.0,6.0,60.0,410.0,79.0,15,1,0,1,5,8.0,2.0,40.0,279.0,71.0,22,1,0,5,3,0,1,0,2,2,0
6445,32,2018-11-05,20:01,Sport,Ceara,Sport,Adelmar da Costa Carvalho,1,0,PE,CE,2018,11,Monday,Vitória Mandante,1,1,True,False,9.0,4.0,52.0,427.0,75.0,13,3,0,1,8,13.0,2.0,48.0,419.0,78.0,16,3,0,1,3,0,1,0,6,6,0
6446,33,2018-11-10,17:00,America-MG,Parana,Parana,Estádio Raimundo Sampaio,0,1,MG,PR,2018,11,Saturday,Vitória Visitante,1,1,True,False,17.0,1.0,65.0,508.0,83.0,10,2,1,8,13,8.0,2.0,35.0,277.0,66.0,10,1,1,1,6,0,1,0,4,6,2
6447,33,2018-11-10,17:02,Corinthians,Sao Paulo,-,Neo Química Arena,1,1,SP,SP,2018,11,Saturday,Empate,0,2,True,False,15.0,5.0,47.0,346.0,75.0,10,0,1,1,7,10.0,2.0,53.0,397.0,81.0,18,3,0,4,2,0,2,0,4,5,1
6448,33,2018-11-10,19:00,Botafogo-RJ,Flamengo,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,RJ,2018,11,Saturday,Vitória Mandante,1,3,True,False,13.0,4.0,34.0,258.0,68.0,30,4,0,4,4,13.0,4.0,66.0,501.0,81.0,16,6,0,2,3,0,3,0,10,10,0
6449,33,2018-11-10,19:01,Athletico-PR,Cruzeiro,Athletico-PR,Estádio Joaquim Américo Guimarães,2,0,PR,MG,2018,11,Saturday,Vitória Mandante,2,2,False,False,10.0,3.0,44.0,445.0,82.0,17,4,0,0,4,12.0,3.0,56.0,550.0,86.0,14,7,0,1,3,0,2,0,11,11,0
6450,33,2018-11-11,16:59,Vitoria,Bahia,-,Barradão,2,2,BA,BA,2018,11,Sunday,Empate,0,4,True,False,8.0,3.0,51.0,332.0,72.0,18,3,0,3,4,16.0,2.0,49.0,326.0,70.0,25,4,0,3,5,0,4,0,7,7,0
6452,33,2018-11-11,17:00,Atletico-MG,Palmeiras,-,Estádio Raimundo Sampaio,1,1,MG,SP,2018,11,Sunday,Empate,0,2,True,False,18.0,8.0,56.0,430.0,78.0,22,3,0,0,6,7.0,3.0,44.0,346.0,73.0,14,2,0,4,4,0,2,1,5,5,0
6453,33,2018-11-11,17:00,Gremio,Vasco,Gremio,Arena do Grêmio,2,1,RS,RJ,2018,11,Sunday,Vitória Mandante,1,3,True,False,19.0,4.0,71.0,611.0,89.0,12,2,0,1,7,6.0,2.0,29.0,256.0,71.0,17,4,0,0,2,0,3,0,6,6,0
6451,33,2018-11-11,17:01,Ceara,Internacional,-,Arena Castelão,1,1,CE,RS,2018,11,Sunday,Empate,0,2,True,False,21.0,5.0,40.0,330.0,82.0,11,2,0,2,6,5.0,4.0,60.0,515.0,84.0,15,5,0,1,5,0,2,0,7,7,0
6454,33,2018-11-11,18:59,Fluminense,Sport,-,Maracanã,0,0,RJ,PE,2018,11,Sunday,Empate,0,0,True,False,16.0,7.0,61.0,542.0,84.0,18,0,0,3,4,3.0,0.0,39.0,345.0,72.0,16,2,0,2,5,0,0,0,2,2,0
6455,33,2018-11-12,20:00,Santos,Chapecoense,Chapecoense,Estádio Municipal Paulo Machado de Carvalho,0,1,SP,SC,2018,11,Monday,Vitória Visitante,1,1,True,False,19.0,2.0,64.0,447.0,78.0,15,2,0,3,5,7.0,3.0,36.0,262.0,61.0,24,1,0,4,4,0,1,0,3,3,0
6456,34,2018-11-14,19:30,Vasco,Athletico-PR,-,Estádio Vasco da Gama,1,1,RJ,PR,2018,11,Wednesday,Empate,0,2,True,False,15.0,8.0,45.0,396.0,83.0,13,1,0,0,5,17.0,5.0,55.0,461.0,83.0,9,0,0,4,7,0,2,1,1,1,0
6457,34,2018-11-14,21:00,Bahia,Ceara,Bahia,Itaipava Arena Fonte Nova,2,1,BA,CE,2018,11,Wednesday,Vitória Mandante,1,3,True,False,23.0,11.0,62.0,539.0,85.0,11,2,0,0,10,7.0,3.0,38.0,341.0,78.0,15,3,0,1,0,0,3,0,5,5,0
6458,34,2018-11-14,21:00,Parana,Atletico-MG,Atletico-MG,Vila Capanema,0,1,PR,MG,2018,11,Wednesday,Vitória Visitante,1,1,True,False,5.0,1.0,24.0,212.0,66.0,19,3,2,0,0,11.0,4.0,76.0,672.0,90.0,14,3,0,2,5,0,1,1,7,9,2
6459,34,2018-11-14,21:45,Sport,Vitoria,-,Adelmar da Costa Carvalho,0,0,PE,BA,2018,11,Wednesday,Empate,0,0,True,False,14.0,2.0,55.0,392.0,74.0,21,4,0,2,7,14.0,6.0,45.0,312.0,74.0,17,4,0,3,8,0,0,0,8,8,0
6460,34,2018-11-14,21:45,Palmeiras,Fluminense,Palmeiras,Allianz Parque,3,0,SP,RJ,2018,11,Wednesday,Vitória Mandante,3,3,False,True,18.0,7.0,47.0,318.0,76.0,20,6,0,2,6,5.0,2.0,53.0,354.0,80.0,24,4,1,3,4,0,3,0,11,12,1
6461,34,2018-11-14,21:45,Cruzeiro,Corinthians,Cruzeiro,Mineirão,1,0,MG,SP,2018,11,Wednesday,Vitória Mandante,1,1,True,False,13.0,5.0,47.0,458.0,84.0,13,2,0,1,6,14.0,5.0,53.0,513.0,87.0,6,1,1,1,10,0,1,0,4,5,1
6462,34,2018-11-15,17:00,Chapecoense,Botafogo-RJ,Botafogo-RJ,Arena Condá,0,1,SC,RJ,2018,11,Thursday,Vitória Visitante,1,1,True,False,18.0,4.0,51.0,349.0,72.0,12,1,0,1,10,10.0,4.0,49.0,364.0,71.0,14,2,0,1,5,0,1,0,3,3,0
6463,34,2018-11-15,17:00,Flamengo,Santos,Flamengo,Maracanã,1,0,RJ,SP,2018,11,Thursday,Vitória Mandante,1,1,True,False,20.0,4.0,56.0,440.0,84.0,22,3,0,0,8,11.0,4.0,44.0,359.0,80.0,18,5,0,0,2,0,1,0,8,8,0
6464,34,2018-11-15,18:59,Sao Paulo,Gremio,-,Morumbi,1,1,SP,RS,2018,11,Thursday,Empate,0,2,True,False,15.0,5.0,59.0,489.0,82.0,14,1,0,2,2,6.0,2.0,41.0,359.0,76.0,13,2,0,0,3,1,2,0,3,3,0
6465,34,2018-11-15,21:00,Internacional,America-MG,Internacional,Estádio José Pinheiro Borda,2,0,RS,MG,2018,11,Thursday,Vitória Mandante,2,2,False,False,12.0,5.0,46.0,409.0,83.0,19,1,0,2,7,10.0,2.0,54.0,458.0,85.0,20,2,0,2,4,0,2,0,3,3,0
6466,35,2018-11-17,18:59,Corinthians,Vasco,Corinthians,Neo Química Arena,1,0,SP,RJ,2018,11,Saturday,Vitória Mandante,1,1,True,False,12.0,2.0,43.0,339.0,71.0,22,2,0,3,5,16.0,3.0,57.0,442.0,74.0,14,2,0,1,9,0,1,0,4,4,0
6467,35,2018-11-17,18:59,Vitoria,Athletico-PR,Athletico-PR,Barradão,1,2,BA,PR,2018,11,Saturday,Vitória Visitante,1,3,True,False,11.0,2.0,52.0,427.0,87.0,15,2,1,0,3,17.0,6.0,48.0,410.0,84.0,23,3,0,4,4,1,3,1,6,7,1
6468,35,2018-11-17,21:00,Atletico-MG,Bahia,Atletico-MG,Estádio Raimundo Sampaio,1,0,MG,BA,2018,11,Saturday,Vitória Mandante,1,1,True,False,12.0,4.0,49.0,376.0,75.0,16,2,1,3,10,8.0,2.0,51.0,386.0,79.0,24,3,0,2,4,0,1,0,6,7,1
6469,35,2018-11-18,17:00,Parana,Palmeiras,-,Estádio do Café,1,1,PR,SP,2018,11,Sunday,Empate,0,2,True,False,9.0,3.0,34.0,266.0,62.0,22,4,0,0,4,22.0,7.0,66.0,493.0,80.0,8,2,0,5,11,0,2,1,6,6,0
6470,35,2018-11-18,17:01,America-MG,Santos,America-MG,Estádio Raimundo Sampaio,2,1,MG,SP,2018,11,Sunday,Vitória Mandante,1,3,True,False,16.0,7.0,48.0,420.0,80.0,20,6,0,1,4,8.0,3.0,52.0,444.0,83.0,14,1,0,2,6,0,3,0,7,7,0
6471,35,2018-11-18,17:01,Sport,Flamengo,Flamengo,Adelmar da Costa Carvalho,0,1,PE,RJ,2018,11,Sunday,Vitória Visitante,1,1,True,False,13.0,2.0,59.0,438.0,81.0,9,1,0,3,6,13.0,5.0,41.0,321.0,71.0,13,0,1,0,8,0,1,0,2,3,1
6472,35,2018-11-18,17:01,Botafogo-RJ,Internacional,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,RS,2018,11,Sunday,Vitória Mandante,1,1,True,False,12.0,4.0,40.0,333.0,74.0,13,2,0,1,1,5.0,1.0,60.0,472.0,83.0,18,3,2,3,9,0,1,0,6,8,2
6473,35,2018-11-18,19:00,Sao Paulo,Cruzeiro,Sao Paulo,Morumbi,1,0,SP,MG,2018,11,Sunday,Vitória Mandante,1,1,True,False,8.0,3.0,51.0,441.0,79.0,14,2,0,4,3,7.0,0.0,49.0,427.0,79.0,17,2,0,3,1,0,1,0,4,4,0
6474,35,2018-11-18,19:00,Gremio,Chapecoense,Gremio,Arena do Grêmio,2,0,RS,SC,2018,11,Sunday,Vitória Mandante,2,2,False,False,16.0,11.0,65.0,544.0,88.0,12,2,0,3,4,10.0,3.0,35.0,285.0,75.0,21,2,0,0,2,0,2,0,4,4,0
6475,35,2018-11-19,20:00,Fluminense,Ceara,-,Maracanã,0,0,RJ,CE,2018,11,Monday,Empate,0,0,True,False,14.0,2.0,58.0,415.0,80.0,16,4,0,5,2,13.0,4.0,42.0,293.0,68.0,24,3,0,1,4,0,0,0,7,7,0
6476,36,2018-11-21,19:30,Internacional,Atletico-MG,Atletico-MG,Estádio José Pinheiro Borda,1,2,RS,MG,2018,11,Wednesday,Vitória Visitante,1,3,True,False,15.0,3.0,55.0,485.0,76.0,10,1,0,2,11,12.0,2.0,45.0,422.0,75.0,17,2,0,0,4,0,3,1,3,3,0
6477,36,2018-11-21,21:00,Santos,Botafogo-RJ,-,Estádio Urbano Caldeira,1,1,SP,RJ,2018,11,Wednesday,Empate,0,2,True,False,19.0,6.0,52.0,437.0,85.0,19,2,0,0,9,16.0,3.0,48.0,419.0,84.0,16,2,0,1,5,0,2,0,4,4,0
6478,36,2018-11-21,21:45,Athletico-PR,Corinthians,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,SP,2018,11,Wednesday,Vitória Mandante,1,1,True,False,18.0,7.0,49.0,428.0,82.0,18,2,0,1,8,10.0,1.0,51.0,444.0,82.0,14,4,0,0,5,0,1,0,6,6,0
6480,36,2018-11-21,21:45,Flamengo,Gremio,Flamengo,Maracanã,2,0,RJ,RS,2018,11,Wednesday,Vitória Mandante,2,2,False,False,18.0,7.0,43.0,387.0,82.0,17,2,0,0,9,16.0,4.0,57.0,527.0,85.0,14,3,0,0,4,0,2,0,5,5,0
6481,36,2018-11-21,21:45,Cruzeiro,Vitoria,Cruzeiro,Mineirão,3,0,MG,BA,2018,11,Wednesday,Vitória Mandante,3,3,False,True,13.0,7.0,54.0,470.0,86.0,18,2,0,2,6,16.0,1.0,46.0,409.0,88.0,15,1,0,4,8,1,3,1,3,3,0
6479,36,2018-11-21,21:46,Palmeiras,America-MG,Palmeiras,Allianz Parque,4,0,SP,MG,2018,11,Wednesday,Vitória Mandante,4,4,False,True,24.0,9.0,48.0,339.0,78.0,13,0,0,3,9,1.0,1.0,52.0,370.0,76.0,20,6,0,0,2,0,4,0,6,6,0
6482,36,2018-11-22,20:00,Vasco,Sao Paulo,Vasco,Estádio Vasco da Gama,2,0,RJ,SP,2018,11,Thursday,Vitória Mandante,2,2,False,False,8.0,2.0,35.0,246.0,73.0,19,2,0,1,3,10.0,2.0,65.0,445.0,84.0,22,4,0,2,7,0,2,0,6,6,0
6485,36,2018-11-22,21:00,Chapecoense,Sport,Chapecoense,Arena Condá,2,1,SC,PE,2018,11,Thursday,Vitória Mandante,1,3,True,False,18.0,8.0,36.0,283.0,69.0,22,2,0,1,7,13.0,6.0,64.0,502.0,78.0,13,1,0,1,6,0,3,1,3,3,0
6483,36,2018-11-22,21:01,Ceara,Parana,Ceara,Arena Castelão,1,0,CE,PR,2018,11,Thursday,Vitória Mandante,1,1,True,False,17.0,6.0,59.0,450.0,80.0,17,2,0,2,7,5.0,0.0,41.0,302.0,74.0,12,1,0,1,6,0,1,1,3,3,0
6484,36,2018-11-22,21:01,Bahia,Fluminense,Bahia,Itaipava Arena Fonte Nova,2,0,BA,RJ,2018,11,Thursday,Vitória Mandante,2,2,False,False,13.0,7.0,56.0,478.0,81.0,23,2,0,1,3,6.0,1.0,44.0,390.0,77.0,9,1,0,2,1,0,2,0,3,3,0
6486,37,2018-11-24,20:01,Santos,Atletico-MG,Santos,Estádio Urbano Caldeira,3,2,SP,MG,2018,11,Saturday,Vitória Mandante,1,5,True,False,21.0,9.0,41.0,354.0,78.0,19,4,1,0,9,16.0,4.0,59.0,508.0,87.0,15,1,0,0,8,0,5,0,5,6,1
6488,37,2018-11-25,17:00,Cruzeiro,Flamengo,Flamengo,Mineirão,0,2,MG,RJ,2018,11,Sunday,Vitória Visitante,2,2,False,False,24.0,7.0,56.0,540.0,87.0,10,6,0,0,8,9.0,5.0,44.0,429.0,79.0,9,3,0,0,6,0,2,0,9,9,0
6487,37,2018-11-25,17:01,Athletico-PR,Ceara,-,Estádio Joaquim Américo Guimarães,2,2,PR,CE,2018,11,Sunday,Empate,0,4,True,False,17.0,3.0,65.0,530.0,88.0,19,3,0,5,10,13.0,5.0,35.0,285.0,72.0,18,4,0,2,4,0,4,0,7,7,0
6489,37,2018-11-25,17:01,Vitoria,Gremio,-,Barradão,0,0,BA,RS,2018,11,Sunday,Empate,0,0,True,False,13.0,3.0,39.0,347.0,81.0,15,2,0,0,7,19.0,7.0,61.0,544.0,85.0,20,4,0,1,9,0,0,0,6,6,0
6490,37,2018-11-25,17:01,Vasco,Palmeiras,Palmeiras,Estádio Vasco da Gama,0,1,RJ,SP,2018,11,Sunday,Vitória Visitante,1,1,True,False,9.0,3.0,49.0,394.0,78.0,17,4,1,0,5,9.0,3.0,51.0,387.0,78.0,18,5,0,2,14,0,1,0,9,10,1
6491,37,2018-11-25,18:59,Internacional,Fluminense,Internacional,Estádio José Pinheiro Borda,2,0,RS,RJ,2018,11,Sunday,Vitória Mandante,2,2,False,False,22.0,3.0,63.0,477.0,81.0,12,3,0,1,8,10.0,3.0,37.0,291.0,73.0,17,1,1,1,4,0,2,0,5,6,1
6492,37,2018-11-25,19:00,America-MG,Bahia,America-MG,Estádio Raimundo Sampaio,1,0,MG,BA,2018,11,Sunday,Vitória Mandante,1,1,True,False,10.0,3.0,47.0,382.0,74.0,19,2,0,3,1,15.0,3.0,53.0,407.0,79.0,21,1,1,2,4,0,1,0,4,5,1
6493,37,2018-11-25,19:01,Corinthians,Chapecoense,-,Neo Química Arena,0,0,SP,SC,2018,11,Sunday,Empate,0,0,True,False,12.0,1.0,68.0,581.0,84.0,13,2,0,0,9,14.0,2.0,32.0,276.0,65.0,13,1,0,1,4,0,0,0,3,3,0
6494,37,2018-11-26,20:00,Botafogo-RJ,Parana,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,PR,2018,11,Monday,Vitória Mandante,1,3,True,False,14.0,5.0,57.0,475.0,84.0,13,1,0,4,5,10.0,4.0,43.0,359.0,77.0,16,3,0,2,4,0,3,0,4,4,0
6495,37,2018-11-26,20:01,Sao Paulo,Sport,-,Morumbi,0,0,SP,PE,2018,11,Monday,Empate,0,0,True,False,18.0,7.0,69.0,514.0,85.0,14,2,0,7,7,8.0,3.0,31.0,237.0,63.0,21,3,1,1,5,0,0,0,5,6,1
6496,38,2018-12-01,19:00,Flamengo,Athletico-PR,Athletico-PR,Maracanã,1,2,RJ,PR,2018,12,Saturday,Vitória Visitante,1,3,True,False,16.0,5.0,55.0,445.0,83.0,17,3,1,1,6,11.0,3.0,45.0,386.0,81.0,17,1,1,0,1,0,3,0,5,7,2
6497,38,2018-12-01,19:00,Atletico-MG,Botafogo-RJ,Atletico-MG,Estádio Raimundo Sampaio,1,0,MG,RJ,2018,12,Saturday,Vitória Mandante,1,1,True,False,13.0,4.0,48.0,379.0,79.0,15,4,0,0,5,10.0,1.0,52.0,397.0,80.0,17,3,0,2,10,0,1,0,7,7,0
6500,38,2018-12-02,17:00,Bahia,Cruzeiro,-,Estádio de Pituaçu,0,0,BA,MG,2018,12,Sunday,Empate,0,0,True,False,13.0,0.0,46.0,341.0,71.0,18,4,0,0,7,17.0,3.0,54.0,394.0,78.0,15,1,0,3,8,0,0,0,5,5,0
6502,38,2018-12-02,17:00,Parana,Internacional,-,Vila Capanema,1,1,PR,RS,2018,12,Sunday,Empate,0,2,True,False,16.0,4.0,42.0,339.0,74.0,14,1,1,2,5,8.0,1.0,58.0,458.0,78.0,15,2,0,3,6,0,2,0,3,4,1
6505,38,2018-12-02,17:00,Palmeiras,Vitoria,Palmeiras,Allianz Parque,3,2,SP,BA,2018,12,Sunday,Vitória Mandante,1,5,True,False,25.0,8.0,59.0,457.0,86.0,11,2,0,3,10,16.0,3.0,41.0,334.0,81.0,6,2,0,0,2,0,5,1,4,4,0
6498,38,2018-12-02,17:04,Ceara,Vasco,-,Arena Castelão,0,0,CE,RJ,2018,12,Sunday,Empate,0,0,True,False,13.0,1.0,56.0,485.0,81.0,17,2,1,1,6,8.0,1.0,44.0,390.0,79.0,11,2,0,4,3,0,0,0,5,6,1
6499,38,2018-12-02,17:04,Gremio,Corinthians,Gremio,Arena do Grêmio,1,0,RS,SP,2018,12,Sunday,Vitória Mandante,1,1,True,False,10.0,3.0,53.0,560.0,87.0,11,2,0,1,7,3.0,1.0,47.0,507.0,85.0,15,4,0,0,5,0,1,0,6,6,0
6501,38,2018-12-02,17:04,Sport,Santos,Sport,Adelmar da Costa Carvalho,2,1,PE,SP,2018,12,Sunday,Vitória Mandante,1,3,True,False,8.0,3.0,49.0,420.0,83.0,21,3,0,5,1,12.0,3.0,51.0,443.0,82.0,21,1,0,0,1,0,3,0,4,4,0
6503,38,2018-12-02,17:04,Fluminense,America-MG,Fluminense,Maracanã,1,0,RJ,MG,2018,12,Sunday,Vitória Mandante,1,1,True,False,11.0,4.0,42.0,300.0,67.0,15,5,0,3,4,22.0,6.0,58.0,400.0,77.0,19,2,0,0,8,0,1,0,7,7,0
6504,38,2018-12-02,17:04,Chapecoense,Sao Paulo,Chapecoense,Arena Condá,1,0,SC,SP,2018,12,Sunday,Vitória Mandante,1,1,True,False,10.0,1.0,46.0,354.0,71.0,11,0,0,2,5,7.0,1.0,54.0,432.0,79.0,23,3,0,3,1,0,1,0,3,3,0
6506,1,2019-04-27,16:02,Sao Paulo,Botafogo-RJ,Sao Paulo,Morumbi,2,0,SP,RJ,2019,4,Saturday,Vitória Mandante,2,2,False,False,7.0,4.0,28.0,269.0,75.0,23,0,0,2,3,11.0,2.0,72.0,702.0,89.0,7,4,0,1,2,0,2,0,4,4,0
6507,1,2019-04-27,19:00,Atletico-MG,Avai,Atletico-MG,Estádio Raimundo Sampaio,2,1,MG,SC,2019,4,Saturday,Vitória Mandante,1,3,True,False,11.0,3.0,60.0,549.0,86.0,12,0,0,0,4,6.0,1.0,40.0,362.0,79.0,18,1,0,1,4,0,3,1,1,1,0
6508,1,2019-04-27,19:01,Chapecoense,Internacional,Chapecoense,Arena Condá,2,0,SC,RS,2019,4,Saturday,Vitória Mandante,2,2,False,False,12.0,7.0,43.0,392.0,77.0,15,1,0,0,3,20.0,7.0,57.0,511.0,81.0,11,1,0,2,5,0,2,1,2,2,0
6509,1,2019-04-27,21:00,Flamengo,Cruzeiro,Flamengo,Maracanã,3,1,RJ,MG,2019,4,Saturday,Vitória Mandante,2,4,False,False,17.0,5.0,58.0,526.0,85.0,13,4,0,0,6,2.0,1.0,42.0,396.0,79.0,17,4,1,1,2,0,4,0,9,10,1
6510,1,2019-04-28,11:03,Gremio,Santos,Santos,Arena do Grêmio,1,2,RS,SP,2019,4,Sunday,Vitória Visitante,1,3,True,False,26.0,11.0,65.0,607.0,82.0,12,3,0,2,12,8.0,5.0,35.0,335.0,71.0,18,4,1,1,2,0,3,0,7,8,1
6513,1,2019-04-28,16:00,Ceara,CSA,Ceara,Arena Castelão,4,0,CE,AL,2019,4,Sunday,Vitória Mandante,4,4,False,True,16.0,8.0,55.0,497.0,87.0,15,0,0,2,3,6.0,1.0,45.0,416.0,81.0,4,0,1,1,6,0,4,0,0,1,1
6511,1,2019-04-28,16:01,Bahia,Corinthians,Bahia,Itaipava Arena Fonte Nova,3,2,BA,SP,2019,4,Sunday,Vitória Mandante,1,5,True,False,15.0,6.0,43.0,351.0,75.0,17,1,0,1,4,9.0,3.0,57.0,474.0,78.0,5,4,0,0,4,0,5,0,5,5,0
6512,1,2019-04-28,16:03,Athletico-PR,Vasco,Athletico-PR,Estádio Joaquim Américo Guimarães,4,1,PR,RJ,2019,4,Sunday,Vitória Mandante,3,5,False,True,20.0,11.0,57.0,510.0,87.0,15,1,0,2,4,14.0,5.0,43.0,389.0,85.0,19,1,0,1,0,1,5,0,2,2,0
6514,1,2019-04-28,19:00,Palmeiras,Fortaleza,Palmeiras,Allianz Parque,4,0,SP,CE,2019,4,Sunday,Vitória Mandante,4,4,False,True,18.0,9.0,53.0,379.0,79.0,12,1,0,3,6,8.0,5.0,47.0,349.0,79.0,16,2,0,1,1,0,4,0,3,3,0
6515,1,2019-04-28,19:27,Fluminense,Goias,Goias,Maracanã,0,1,RJ,GO,2019,4,Sunday,Vitória Visitante,1,1,True,False,15.0,3.0,72.0,598.0,90.0,14,4,0,1,5,8.0,2.0,28.0,235.0,70.0,9,1,0,0,5,0,1,0,5,5,0
6517,2,2019-05-01,16:00,CSA,Palmeiras,-,Estádio Rei Pelé,1,1,AL,SP,2019,5,Wednesday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0
